chr	coord	esc_max_exp	npc_max_exp
chr4	136920000	0.00000	0.01525
chrY	49000000	0.00000	0.00000
chr8	127000000	22.41027	6.71684
chr7	13080000	0.18240	0.39607
chr11	98320000	0.07243	0.04613
chr4	96600000	0.29667	0.38503
chr1	70760000	0.00000	0.00619
chr12	103920000	0.00000	0.00000
chr4	103240000	1.39303	0.07549
chr9	58080000	0.04807	0.75651
chr19	5360000	0.00906	0.07628
chr4	24880000	0.03341	0.43172
chr9	56240000	316.55745	201.20074
chr11	100360000	10.39092	0.52201
chr7	109080000	0.34914	0.59298
chr19	41400000	0.08572	0.05459
chr11	109440000	5.18485	0.00000
chr19	12080000	0.00000	0.00000
chr11	87320000	0.00000	0.14964
chr9	101240000	0.00000	0.00000
chrX	81840000	17.49302	15.79471
chr2	88040000	0.00000	0.00000
chr10	84080000	0.00000	0.06750
chr1	159360000	5.20340	0.00000
chrX	80400000	0.00000	0.00000
chr6	28160000	0.00755	0.51282
chr9	62040000	0.10393	0.00000
chrX	153440000	0.01904	0.00000
chr4	122680000	0.04578	0.00000
chr18	73720000	14.04437	21.77220
chr16	8480000	2.11670	0.00000
chr6	36680000	0.04354	0.00000
chrX	8640000	0.00000	0.00000
chr14	89720000	0.00000	0.00000
chrY	15600000	0.00000	0.00000
chr8	16440000	0.00000	0.00000
chr12	46840000	0.49632	0.00000
chr15	78520000	0.03353	0.00570
chr7	58680000	4.18387	1.64453
chr7	9000000	0.00000	0.00000
chr17	35080000	16.05198	0.15252
chr9	109360000	0.87284	0.88947
chrX	53920000	6.59525	1.97789
chr2	153240000	0.83301	0.30465
chr5	117120000	6.30438	0.08226
chr4	33040000	3.62994	0.00000
chr2	158800000	7.40883	9.04998
chr5	137600000	0.13354	0.05487
chr12	113480000	0.00000	0.00000
chr6	123680000	0.00000	0.00000
chr18	42320000	0.00000	0.00000
chr7	127760000	29.09516	0.00000
chr5	123200000	21.61633	2.32579
chr13	106880000	0.00000	0.00000
chr7	26200000	0.00000	0.00000
chr10	78320000	0.00000	0.00000
chr2	14760000	0.01885	0.43217
chr13	83520000	0.03685	0.17967
chr11	70760000	0.14222	0.01342
chr1	89720000	0.48049	0.86707
chr17	37360000	0.00000	0.00000
chrX	99440000	0.00000	0.00000
chr13	4560000	0.00000	0.00000
chr1	170880000	5.32785	0.34174
chr6	34840000	0.28445	0.00000
chr2	86240000	0.00000	0.00000
chr16	22560000	0.29058	0.24593
chr11	85840000	0.03606	0.03062
chr4	123920000	10.50447	0.06113
chr7	47000000	0.00000	0.00000
chr13	22840000	0.06084	0.00000
chr7	22920000	0.22679	0.00000
chrY	69280000	0.00000	0.00000
chr18	68960000	0.00000	0.00000
chr8	8680000	3.60272	0.00755
chr4	8480000	1.00967	0.47635
chr11	99720000	0.00000	0.00000
chr12	83800000	0.07956	0.02815
chr10	117320000	0.01475	0.02506
chr6	141040000	0.00000	0.00000
chrX	74880000	0.26495	0.00000
chr6	51320000	0.00000	0.00000
chr6	122360000	45.71859	7.35469
chr1	66960000	238.42719	239.06751
chrX	103400000	0.00000	0.03878
chr9	88960000	0.02281	0.00000
chr12	19400000	4.29659	2.37486
chr11	44600000	0.00000	0.09090
chr14	119120000	0.42041	0.49129
chr13	4160000	0.46426	0.00000
chr17	12200000	0.44385	0.59680
chr11	103960000	13.12846	4.27062
chr2	143360000	0.00000	0.00000
chr7	5360000	0.00000	0.00000
chr9	72520000	3.12093	0.00000
chr5	55320000	0.00000	0.00000
chr12	101960000	15.97047	7.77127
chr13	93720000	0.06098	0.00000
chr11	17120000	139.18760	97.11821
chr5	129920000	140.87759	0.89221
chr10	127600000	0.00000	0.00000
chr11	46080000	6.89661	5.52231
chr3	86880000	14.46541	13.31744
chr9	40680000	0.04646	0.00000
chr4	33000000	663.23474	660.10154
chr3	48080000	0.00000	0.00000
chrX	163480000	0.01258	0.00000
chrY	66360000	0.00000	0.00000
chr6	13120000	0.00000	0.00000
chrX	158520000	0.00000	0.00000
chr11	61800000	39.52834	22.16841
chr4	141440000	0.75027	0.01753
chr5	139560000	0.00000	0.68285
chr11	101920000	0.51979	0.03869
chr6	5240000	0.36218	0.03001
chr7	82760000	0.17295	0.00000
chr13	5880000	13.98367	0.25142
chr11	54080000	0.51805	1.25783
chr10	117200000	0.00000	0.00000
chr3	116600000	223.19714	110.64921
chr1	40880000	0.00000	0.00000
chr12	87240000	7.12545	0.14407
chr10	105160000	0.00000	0.00000
chr14	122520000	0.01216	0.00000
chr17	20240000	0.00000	0.00000
chr11	43400000	0.06397	0.00000
chrX	29840000	0.02923	0.02482
chr5	111000000	0.30400	4.90498
chr4	46200000	3.54050	4.17914
chr5	88440000	4.00261	0.18662
chr14	60520000	0.28018	4.75869
chr3	48800000	0.00000	0.00000
chr19	46360000	21.75832	1.16421
chr16	62840000	0.00000	0.00000
chr13	68600000	15.21831	3.64658
chrY	57880000	0.00000	0.01062
chr2	27920000	0.78544	0.33433
chrX	109320000	0.25943	0.00000
chrY	65480000	0.00000	0.00000
chr1	22760000	0.00000	0.00000
chr7	104920000	0.00000	0.00000
chr15	58520000	0.00928	0.00000
chr2	67200000	0.45105	0.00000
chrY	23800000	0.00000	0.00000
chrY	4560000	0.00000	0.00000
chrX	75880000	7.69985	14.74692
chr9	83560000	3.66215	0.92774
chrY	46520000	0.02805	0.00000
chr7	97480000	0.49020	0.01864
chr1	61880000	0.00000	0.00000
chr2	25600000	1.04351	1.43263
chr14	99080000	24.82234	43.25570
chr11	73080000	5.33062	2.62501
chr14	59400000	12.19233	0.16967
chr6	35360000	0.04405	0.00000
chr7	126600000	163.53247	0.53771
chr2	60240000	19.06893	12.14975
chrY	77160000	0.00000	0.00000
chr11	70360000	0.99712	0.76356
chrY	38680000	0.00000	0.00000
chr8	82600000	0.00000	0.00000
chr10	62640000	143.53413	28.00489
chr16	77320000	0.00000	0.14433
chr19	43320000	2.90560	2.07972
chr16	56040000	571.71135	553.77050
chr9	122400000	0.00000	0.00000
chr7	47560000	0.00000	0.00000
chr6	70000000	0.00000	0.00000
chr7	8040000	0.00000	0.00000
chr6	13880000	10.49452	13.37229
chr3	84560000	0.18836	0.50653
chr3	144600000	25.63809	0.00000
chr4	147680000	100.35512	0.06854
chr5	73960000	18.50264	0.11223
chr2	125240000	0.03948	0.01117
chr8	57360000	0.04970	0.00000
chr18	46600000	134.93673	31.63093
chr6	109560000	0.00000	0.00000
chr13	67840000	360.70729	344.76832
chr3	34200000	0.18974	0.12532
chr1	79680000	1.58361	0.44644
chr6	149320000	30.55076	0.03242
chr10	45560000	0.00000	0.00000
chr2	98320000	0.00000	0.00000
chr12	59120000	583.30128	53.49831
chr11	5000000	13.18108	8.06075
chrY	82400000	0.00000	0.00000
chrY	78360000	0.00000	0.00000
chr4	84080000	0.00000	0.00000
chr17	38280000	0.00000	0.00000
chr6	69800000	0.00000	0.00000
chr6	144040000	0.00000	0.00000
chr2	127160000	16.03337	4.05257
chr16	18600000	0.02102	0.00893
chr7	128640000	3.37310	6.06629
chr12	108720000	0.00000	0.00444
chr7	73560000	11.59902	2.57374
chr2	4120000	0.00000	0.02812
chr1	21320000	0.00000	0.00000
chr15	98560000	78.53300	32.76665
chr15	85880000	37.83824	31.43895
chr1	34680000	0.31845	1.10825
chr3	14440000	0.00000	0.00000
chr8	100080000	0.00000	0.00000
chr8	33680000	34.69899	1.61607
chr7	29000000	359.87607	222.07219
chr15	81200000	0.69351	0.02691
chr2	88200000	0.00000	0.00000
chr4	134000000	53.82685	72.00758
chr1	189920000	0.11403	0.13314
chr8	36960000	11.52460	0.28931
chr11	18880000	0.00000	0.25139
chr14	119760000	0.00000	0.03597
chr13	100400000	0.01919	0.00000
chrY	69760000	0.00000	0.00000
chrY	15280000	0.00000	0.01062
chr3	88800000	25.01880	10.14517
chrJH584298.1	200000	1.16551	0.00000
chr3	6400000	0.00000	0.11750
chr11	95000000	4.78823	0.00000
chrX	66680000	0.03005	0.33570
chr4	94560000	7.72954	1.19042
chr5	133520000	0.00000	0.00000
chr8	83600000	14.57711	13.12270
chr12	11280000	23.10271	2.82168
chr15	31560000	10.88801	22.82177
chr3	100720000	6.82555	0.00000
chr7	19080000	6.34668	8.09390
chrX	5400000	0.00000	0.00000
chr7	103800000	0.00000	0.00000
chr14	105120000	18.12504	17.23048
chr17	10880000	0.44751	0.67606
chr6	40120000	0.02286	0.13591
chr1	136640000	35.11035	0.00000
chr4	139680000	0.00000	1.13302
chr6	143000000	22.37452	0.00000
chr8	82800000	75.79712	50.27639
chr6	66480000	0.29678	0.09928
chr13	76960000	0.00000	0.00000
chr8	123520000	12.88274	1.65520
chr11	4000000	146.94775	0.17875
chr8	15120000	0.00000	0.00000
chrY	46920000	0.00000	0.00000
chr7	38320000	0.00000	0.00000
chr1	164000000	18.47622	3.54359
chr7	120640000	68.61833	73.01975
chrY	63760000	0.22849	0.00000
chr19	26640000	0.24734	0.00000
chr7	16680000	0.00000	0.00000
chr16	96240000	0.42397	1.37844
chr19	36120000	30.37133	0.06291
chr13	33680000	0.01277	0.00000
chr18	57360000	9.59815	4.51651
chr6	105560000	0.18194	0.00000
chr7	46760000	0.33683	0.02622
chr8	4880000	32.60098	21.93792
chr12	93960000	2.14464	0.00000
chr8	125240000	0.00000	0.01203
chr4	63920000	1297.59151	1250.17784
chr1	62680000	89.65000	79.43796
chr11	65280000	0.01454	0.02716
chr10	33640000	0.50949	0.00739
chr4	130400000	34.67324	13.99240
chr14	6600000	9.45644	19.84594
chr3	14680000	2.99804	3.23594
chr5	87960000	0.08998	0.00000
chrY	8600000	0.00000	0.00000
chrX	22440000	0.00000	0.00000
chr13	94360000	20.47704	0.43648
chr3	103080000	37.30515	1.58743
chrY	89480000	0.00000	0.00000
chr14	20160000	2.04376	1.94994
chrX	162680000	0.65970	0.00000
chr2	4240000	0.00000	0.00698
chrX	95280000	0.00000	0.00000
chr4	17680000	0.02699	0.02292
chr2	120320000	0.80477	0.09905
chr2	104840000	10.34592	1.40790
chr8	19000000	0.00000	0.00000
chr6	101000000	0.00000	0.00000
chr9	71840000	0.07129	0.24217
chr1	107160000	0.00000	0.00000
chr14	43240000	0.12592	0.00000
chr16	31240000	9.38977	12.17828
chr1	134520000	131.79615	0.75535
chr2	128200000	0.02847	0.02418
chr16	19720000	0.31290	0.08541
chr9	42040000	0.00000	0.00000
chr3	41800000	0.06431	0.03641
chrX	10720000	8.53188	0.21980
chr9	44160000	9.22791	4.22363
chr9	95520000	24.31874	1.37096
chr14	33200000	0.11372	0.00302
chr5	104800000	7.52826	1.54354
chrX	59600000	0.51124	1.11695
chr5	101960000	0.00000	0.00000
chr2	25840000	0.02226	0.00000
chr13	45400000	0.98213	0.98945
chrX	100520000	14.06223	16.69467
chr15	81400000	34.71331	37.91917
chr18	60440000	2.42621	1.96107
chr18	3160000	0.00000	0.00000
chr5	14640000	0.05165	0.05483
chr1	144280000	0.00000	0.00000
chr7	4480000	3.89438	0.00000
chrX	154520000	0.00000	0.00000
chr11	67040000	0.86176	0.00682
chr1	20480000	0.16889	0.00000
chr17	55680000	0.00000	0.00000
chrX	23720000	1.54520	0.62287
chr10	14240000	0.00000	0.00000
chr7	140520000	0.00000	0.00000
chr6	85640000	0.47144	0.53150
chr3	63440000	0.00000	0.00000
chr11	78080000	0.00000	0.00000
chr3	87000000	3.56861	0.08310
chr8	45880000	0.00000	0.00000
chr2	14520000	0.00000	0.11453
chr7	92760000	3.76932	0.00501
chr3	79320000	1.55136	0.15194
chr4	146920000	218.76676	2.26302
chr4	16400000	0.00000	0.00000
chr8	20160000	110.20525	148.88388
chr3	108400000	32.21048	0.17179
chr11	117840000	19.32042	9.07438
chr5	72840000	0.03546	0.07528
chr4	138600000	0.00000	0.00000
chr2	19720000	0.04112	0.00000
chr14	19440000	31.10400	0.00000
chrY	37440000	0.00000	0.00000
chr8	11560000	15.36540	14.76271
chr16	49280000	0.00000	0.00000
chrY	68680000	0.00000	0.00000
chr1	17160000	0.01691	0.00000
chr1	105280000	0.00000	0.00000
chrY	42960000	0.42196	0.00000
chr7	91400000	0.00000	0.00000
chr4	96000000	21.18494	0.04598
chr17	19840000	0.00000	0.00000
chr1	174200000	3.61203	0.00000
chr3	94200000	0.75044	0.00000
chr7	142960000	0.04741	1.69761
chrX	149200000	0.00000	0.00000
chr11	99040000	159.22932	0.00000
chr6	130000000	0.00000	0.00000
chr1	177000000	0.11833	0.06460
chr6	82080000	0.31964	0.00000
chr11	3560000	2.00009	0.00000
chr	bin	0.00000	0.00000
chr2	91560000	34.31366	0.00000
chr6	85680000	1.92619	0.99913
chr2	50920000	0.65540	0.18308
chr4	16000000	0.00000	0.00000
chr9	92200000	0.00000	0.00000
chr1	52480000	0.00000	0.00000
chr16	78440000	0.00000	0.00000
chrY	33680000	0.00000	0.00000
chr6	115960000	0.01555	0.00000
chr5	71680000	0.15353	0.00782
chr7	20800000	0.00000	0.00000
chr4	133920000	18.20509	2.06210
chr17	28080000	4.93360	6.25528
chr2	155080000	113.95767	61.87711
chr7	46240000	0.01941	0.21018
chrX	167240000	502.01299	625.65259
chr3	45280000	0.01210	0.21574
chr7	34000000	5.29897	0.00000
chr3	92880000	0.00000	0.00000
chr5	87280000	0.00000	0.00000
chrX	99480000	11.62090	0.30758
chr10	73720000	0.00000	0.00000
chr2	92040000	0.34444	0.30469
chr16	8840000	19.06934	8.91035
chr6	31640000	0.29072	0.00000
chr5	18360000	0.00000	0.00000
chr7	24040000	0.00000	0.00000
chrX	104000000	40.82452	18.09302
chrX	101520000	0.01481	0.05032
chr3	90200000	0.17789	0.00000
chr1	59160000	8.82730	0.00000
chr3	9920000	0.00000	0.00000
chr3	79920000	0.79791	0.01644
chr14	118160000	3.05129	2.85731
chr8	25280000	6.84770	4.94112
chr5	144560000	4.24988	0.29398
chr10	57560000	18.62445	23.76265
chr17	29040000	206.84941	0.03589
chr5	27560000	0.00000	0.00000
chr2	104600000	12.04165	0.00000
chr11	103160000	3.30599	1.16310
chr17	23480000	0.00726	0.00000
chr7	116720000	0.00000	0.00000
chr1	110640000	0.00000	0.00000
chr9	44080000	2.27161	0.01829
chrY	79280000	0.00000	0.00000
chr2	25880000	0.17389	0.00000
chr5	143280000	0.51624	0.44225
chr6	82440000	0.00000	0.00244
chr2	75680000	219.23078	0.00000
chr5	74040000	0.00000	0.00000
chr15	12200000	3.15065	6.88003
chr7	22000000	0.00000	0.00000
chr17	35040000	19.80132	0.91038
chr14	31920000	0.69819	0.08470
chr6	4080000	0.00000	0.00000
chr17	56680000	28.90722	26.98676
chr1	17440000	0.90466	0.06528
chr2	14840000	16.59742	6.40460
chrY	83040000	0.08095	0.00000
chr17	31240000	2.50324	0.00953
chr8	23160000	0.23369	0.00000
chr17	26960000	26.73753	0.27349
chr14	6040000	1.35001	0.03298
chr9	124120000	0.00000	0.00000
chr7	11320000	21.53360	0.00000
chrX	54320000	0.00000	0.00000
chr16	59240000	0.00000	0.00000
chr9	90760000	0.00000	0.00000
chr1	135200000	0.04939	0.00000
chr1	171040000	1213.21999	552.20029
chr5	29360000	0.27879	0.23675
chr11	30600000	0.52840	0.03122
chr8	124880000	109.01856	36.67152
chr7	20040000	0.00000	0.13330
chr8	41680000	22.58112	23.46206
chr8	125080000	0.53031	0.00000
chrY	10680000	11.61500	0.00000
chr11	96760000	0.57382	0.01120
chr9	85360000	0.30132	0.00000
chr4	81760000	0.00000	0.05099
chrX	154240000	0.00000	0.00000
chr8	111400000	0.00621	0.01582
chr1	16960000	0.00000	0.09590
chr4	133760000	8.64605	7.14329
chr15	44800000	0.03633	0.79334
chr5	108520000	1511.72096	1037.99482
chr5	137240000	0.02970	0.02522
chr6	87120000	0.00000	0.04598
chr6	149120000	38.52714	4.20398
chr7	107640000	0.00000	0.00000
chr14	30480000	6.79836	4.77338
chr9	98640000	8.90651	6.23602
chr7	100920000	0.00000	0.00000
chr9	37040000	0.00000	0.00000
chrJH584297.1	120000	0.37461	0.00000
chr19	55280000	9.38094	0.00430
chr7	136520000	0.00000	0.00000
chr17	8240000	0.00921	0.00000
chr1	40720000	0.01872	0.00000
chr14	3440000	12.91962	34.16180
chr5	135040000	10.81860	0.00000
chr17	48240000	0.00000	0.00000
chr8	10000000	7.77236	1.83786
chr10	108200000	33.92164	30.89023
chrY	53440000	0.00000	0.00000
chr4	49000000	0.00000	0.00000
chr9	38440000	0.05987	0.00000
chr4	140400000	0.40181	0.00922
chr2	111320000	0.00000	0.00000
chr7	141240000	10.22436	0.72101
chr3	32920000	1.10690	2.23247
chr6	69680000	0.00000	0.00000
chr10	119120000	0.00000	0.00000
chr17	44600000	0.00000	0.00000
chr14	82400000	0.00000	0.00000
chr5	75120000	0.00000	0.00000
chr11	46480000	2.28410	1.81037
chr11	38240000	1.46565	0.78827
chr6	57040000	0.00000	0.00000
chr2	116080000	0.19233	0.03404
chr1	53320000	5.00530	1.65668
chrY	70960000	0.00000	0.00000
chr5	50280000	0.00000	0.00000
chr1	89080000	1.59676	0.00000
chr11	100200000	0.06516	0.00000
chr12	113000000	3.48887	0.24242
chr7	122240000	0.13983	0.00000
chr13	59840000	6.45735	10.37007
chr5	145040000	0.75049	1.80575
chr9	90960000	0.00000	0.00000
chr2	5040000	26.54185	0.01489
chr12	117360000	0.00340	0.00289
chr15	98200000	4.30156	0.41546
chr4	16200000	3.07777	2.65874
chr17	42720000	0.02442	0.01037
chr5	73400000	0.05968	0.00000
chr13	21800000	765.85823	6.86241
chr13	16040000	0.00943	0.04807
chr8	86600000	0.09268	0.00000
chr3	90880000	0.06289	0.00000
chr17	7960000	3.20625	3.60976
chr9	31480000	0.17823	0.01009
chr5	106960000	0.43296	0.43172
chr4	25000000	0.29592	0.02080
chr4	149680000	0.00000	0.00000
chr5	89560000	0.04547	0.00000
chrY	45400000	0.00000	0.00000
chr11	34000000	0.03120	0.01892
chrY	54320000	0.00000	0.00000
chr1	169960000	0.16158	0.13869
chr9	32080000	0.44473	0.62946
chr4	121240000	17.42024	0.00000
chr1	151360000	43.93569	1.22747
chr14	8000000	0.00363	0.00308
chr2	39080000	1.49484	5.02652
chr16	18200000	0.00000	0.00000
chr9	51280000	0.05916	0.02572
chr6	55840000	0.01561	0.00442
chr11	17080000	0.11666	0.09510
chr7	34280000	0.08192	0.00000
chr4	32080000	0.98439	0.33438
chrY	40960000	0.00000	0.00000
chr11	104840000	0.00000	0.00000
chr11	51880000	3.65245	0.33612
chr6	123280000	0.00000	0.00000
chr7	7360000	0.00000	0.00000
chrX	143520000	0.49474	5.38873
chr5	151640000	0.00000	0.00000
chr5	108000000	2.49310	2.00747
chr13	56960000	0.00000	0.00000
chr6	146680000	20.25988	14.58602
chr11	75480000	1.71448	0.00000
chr6	38560000	25.34568	0.15925
chr8	119640000	128.74483	116.01046
chrX	7920000	22.91471	0.00000
chr18	39000000	0.00000	0.14642
chr5	69600000	2.65130	2.26076
chr12	55400000	308.06489	91.62525
chrX	30360000	0.30267	0.00000
chrY	50040000	0.00000	0.00000
chr6	46800000	0.00000	0.03541
chr6	137600000	0.02336	0.04960
chr11	44520000	13.84241	8.32842
chr6	104000000	0.00000	0.00000
chr1	135160000	3.96489	0.00000
chr4	118960000	74.64319	0.00000
chr1	130480000	1.14698	0.00000
chr3	136960000	8.92566	7.17819
chr8	70800000	21.34726	0.27349
chr5	121480000	8.59928	0.00000
chr15	17960000	0.00000	0.00000
chrX	53000000	118.37671	0.68913
chrX	168680000	2.66192	9.45012
chr11	58960000	73.59068	1.60922
chr1	107000000	0.00000	0.00000
chr6	22760000	0.63236	0.74355
chr6	100560000	0.51579	0.00000
chr17	23840000	279.48422	4.01577
chr18	66880000	0.00677	0.07477
chr4	103000000	0.01954	0.00000
chr1	6080000	0.00000	0.00000
chr7	48600000	0.00000	0.00000
chr3	142920000	13.66717	0.00000
chr6	52120000	26.16182	0.00000
chr2	114280000	0.00000	0.00000
chr5	86520000	0.00000	0.00000
chr8	22200000	42.37752	124.76391
chrX	160320000	0.00000	0.00000
chr1	180200000	0.98105	0.06293
chr11	28600000	0.62433	0.58707
chr6	135080000	0.63668	0.09900
chrY	43840000	0.00000	0.00000
chr5	148480000	2.91099	1.49353
chr7	33600000	0.00000	0.00000
chr14	35840000	0.00000	0.00000
chr10	43240000	2.16766	2.21056
chr4	154840000	0.04927	0.09763
chrX	52800000	4317.60838	0.00000
chr3	9040000	13.57192	5.56356
chr11	44440000	0.00000	0.00000
chrX	120200000	10.22051	3.75774
chr9	83280000	0.00000	0.00000
chrX	164080000	17.33899	8.69844
chr6	70200000	0.00000	0.00000
chr1	72840000	59.18174	59.06066
chr4	7800000	0.23644	0.66930
chrX	72000000	0.68738	2.66847
chr4	137720000	0.19829	0.26942
chrX	107440000	8.60041	0.05036
chrX	91360000	0.11269	0.04785
chr8	3520000	12.87910	10.00618
chr12	70680000	0.00000	0.00000
chr5	122320000	5.24069	0.46201
chr5	29240000	0.11092	0.20723
chr3	14280000	0.00000	0.00000
chrX	55800000	0.00000	0.00000
chrX	95760000	0.07368	0.00000
chr4	73960000	0.45558	0.00000
chr2	152760000	18.56614	0.23754
chr5	109440000	0.00000	0.00000
chrX	79040000	0.00000	0.00000
chr2	32560000	1.26866	0.02343
chr4	53320000	0.00000	0.00000
chr6	129000000	0.35935	0.00000
chr12	71760000	0.00000	0.00000
chrX	73120000	8.45974	0.00000
chr15	77320000	16.44745	10.87596
chr6	51280000	0.94338	0.96135
chr8	84120000	13.51802	1.98279
chr4	99680000	5.13588	0.00000
chr19	59200000	0.03344	0.68164
chr1	37760000	0.09938	0.06876
chr15	89880000	0.01012	0.00000
chr6	113000000	0.21847	0.00000
chr9	75040000	45.71930	25.01744
chr14	9920000	14.81320	5.01606
chr12	87000000	0.04717	0.00000
chrX	162360000	1.44943	0.59805
chr13	8880000	3.79612	5.33892
chrY	14560000	0.00627	0.00000
chrX	106040000	393.93307	162.46444
chr2	128960000	22.48594	0.52008
chr18	52800000	0.09087	0.48759
chr3	62360000	0.47639	0.01054
chr8	123360000	3.05435	0.80333
chr3	154160000	19.96277	9.53145
chr13	19320000	0.00000	0.00000
chr7	144840000	0.55410	0.53193
chr9	120200000	0.00000	0.00000
chr3	54040000	0.15023	0.00000
chr2	125800000	4.33917	4.53760
chr1	155040000	0.00000	0.00000
chr4	59200000	11.00232	7.83301
chr10	63280000	40.77373	0.68372
chr9	35000000	0.00000	0.00000
chr6	68480000	0.00000	0.00000
chr1	185760000	0.00000	0.00000
chr2	38320000	0.31286	0.00000
chr14	44960000	0.00000	0.00000
chr4	55200000	0.00000	0.00000
chr18	24560000	7.77235	0.00000
chr2	123280000	0.12971	0.00000
chr3	123000000	2.44109	0.03091
chrY	53480000	0.00000	0.00000
chr1	90960000	0.00000	0.00000
chr7	7320000	1.55861	2.26604
chr10	67600000	0.00841	0.00714
chr12	72760000	35.30833	30.64967
chr15	102160000	6.57302	0.11412
chr7	3440000	0.99205	0.00000
chr11	73800000	6.25789	3.14025
chrX	122480000	0.00000	0.00000
chr15	12600000	401.48355	0.47116
chr15	68800000	6.97891	8.13451
chr5	21240000	0.00000	0.00000
chr14	75800000	4.36862	20.02778
chr9	20120000	0.00000	0.00000
chr3	123760000	1.92026	1.18597
chr10	127000000	7.98784	2.07721
chr17	84680000	0.00498	0.00000
chr4	149840000	0.00000	0.00000
chr7	9600000	0.00000	0.00000
chr17	36800000	0.07580	0.04598
chr6	126560000	0.00653	0.00000
chr3	29440000	0.00000	0.48558
chr15	8920000	0.02278	0.07738
chr6	82280000	0.00000	0.02360
chr19	5960000	0.86441	0.44683
chr18	60560000	12.33187	20.68847
chr16	50560000	0.92456	0.00569
chr8	10960000	0.03280	1.44861
chr11	121360000	19.70247	13.79693
chr4	129680000	17.06885	13.00898
chr3	122240000	178.60491	0.00000
chr18	20920000	18.21546	12.39007
chr11	94640000	97.43032	0.02034
chr15	37960000	2191.59898	1230.28130
chrX	74640000	0.13836	0.00000
chr1	42240000	0.00000	0.00000
chr10	87000000	0.00000	0.00000
chr7	123240000	3.51498	0.08627
chr3	135680000	0.10545	0.19131
chr7	122000000	8.07658	5.92930
chr2	167520000	14.20951	1.78671
chr4	150680000	0.26775	0.00000
chr16	36920000	0.00000	0.01313
chr19	44600000	7.65986	6.49043
chr9	19880000	0.00000	0.00000
chr3	137560000	0.00000	0.00000
chr1	87000000	0.07502	0.02123
chr3	52040000	0.01135	0.49178
chr7	97800000	10.09816	17.17165
chrY	28160000	0.00000	0.00000
chr3	58000000	0.01584	0.00000
chr8	21680000	0.51755	0.00000
chr18	34400000	2.38165	5.90314
chr5	70880000	0.01662	0.02419
chr5	32480000	36.90927	0.00000
chrX	97840000	0.00000	0.00000
chr19	3960000	0.49968	0.00759
chr19	8160000	0.02796	0.00000
chr17	57360000	0.00576	0.00000
chr10	40360000	2.84348	0.53627
chr5	107080000	0.00000	0.00000
chrX	64520000	159.77994	73.73826
chr1	113720000	0.00000	0.00000
chrX	90920000	0.84647	0.00000
chr12	113360000	0.00721	0.00612
chr4	40320000	0.01032	0.00000
chr16	5080000	57.08544	0.00000
chr3	135000000	0.04114	0.00000
chr7	49880000	0.00000	0.00000
chr5	147360000	0.00000	0.00000
chrY	84920000	0.00000	0.00000
chr6	127880000	0.00000	0.00000
chr1	4520000	0.05480	0.00000
chr3	103760000	0.05760	0.00000
chr1	85200000	0.09729	0.00636
chr4	148040000	5.26710	0.02052
chr3	140120000	0.00000	0.00000
chrX	143200000	0.01813	0.00000
chr11	121280000	10.76752	17.91674
chr5	140120000	0.00000	0.00704
chr10	42600000	1.88576	1.15409
chr6	24560000	102.48031	39.93242
chr10	43840000	0.05576	0.00000
chr1	188800000	0.00000	0.00000
chr10	109040000	0.10529	0.67155
chr2	36320000	0.00000	0.00000
chr3	112320000	7.80857	6.85284
chr11	31000000	7.05961	5.69354
chr6	83800000	6.79439	0.21436
chr2	29800000	14.00914	2.94939
chr4	98400000	8.00997	0.00000
chr11	24040000	0.00000	0.00000
chr7	5160000	0.22237	0.00000
chr3	18200000	2.39180	4.83607
chr9	101480000	0.02190	0.01860
chr5	64120000	7.38500	0.00000
chr10	87040000	0.04567	0.00000
chr7	6760000	6.80290	0.00000
chr12	9440000	0.98132	0.40230
chr5	122040000	0.00000	0.00000
chr14	52240000	285.27707	391.22198
chr19	33440000	0.01333	0.00000
chr6	72400000	28.45142	4.31048
chr11	89120000	0.00000	0.15252
chr5	36760000	5.69316	4.07460
chr9	35240000	24.47574	6.84218
chr9	101080000	10.07802	0.00000
chr5	96200000	2.15532	0.00000
chr4	44160000	15.64804	5.58131
chr3	93920000	0.14679	0.00000
chr19	6680000	0.36457	0.00000
chr7	139200000	0.00000	0.00000
chr6	94800000	0.00000	0.00000
chr11	86520000	6.86356	5.03197
chrX	75440000	8.21330	2.35207
chr1	146520000	0.02667	0.00000
chr17	29560000	2.28804	0.07019
chr7	6160000	3.24593	13.08911
chr2	179040000	0.00000	0.01563
chr6	38080000	0.00000	0.02728
chr14	59360000	1.59338	0.00000
chr4	141040000	0.30849	4.04744
chrY	29240000	0.00000	0.00000
chr2	35400000	0.04567	0.00000
chr7	97920000	0.03671	0.00520
chrX	112240000	0.04852	0.07210
chr6	130840000	0.00000	0.00000
chr6	89880000	0.00000	0.00000
chr5	41360000	111.51900	84.91918
chr6	65680000	0.21608	2.15021
chr10	94840000	0.00000	0.62450
chr5	28080000	24.74209	33.17595
chr3	150080000	638.35254	693.42445
chr8	89200000	5.28475	1.59913
chr11	79280000	24.75991	47.56303
chr3	106560000	9.44733	0.00000
chrY	74800000	0.00000	0.00000
chr4	119560000	2.61853	1.33421
chrX	147440000	0.00000	0.00000
chr1	133560000	0.02358	0.00000
chr5	29800000	2.97411	1.72483
chr1	3800000	0.00000	0.00000
