gene	FPKM
Zp1	0.0792336
Ms4a18	0
Ms4a10	0
Ms4a15	0
Ms4a8a	0
1700017D01Rik	0
Ms4a12	0
Ms4a13	0
1700025F22Rik	0
Ms4a1	0.00936589
Ms4a14	0
Ms4a4a	0
Ms4a6c	0
Ms4a5	0
Ms4a7	0
Ms4a6b	0
Ms4a4c	0.0456676
Ms4a4b	0
Gm8369	0
Oosp2	0
Ms4a3	0
Ms4a6d	0
Ms4a4d	0.118387
Ms4a2	0.0101315
Gif	0
Oosp3	0
Oosp1	0
Ptgdr2	0
Ccdc86	10.8842
Olfr1418	0
Olfr1419	0
Olfr1417	0.0131259
Olfr1420	0.178034
Mrpl16	25.4432
Stx3	4.58018
Olfr1424	0
Olfr1425	0
Olfr1555-ps1	0
Olfr1428	0
Olfr1427	0
Olfr76	0
Olfr1423	0.0826479
Olfr1426	0
Patl1	15.4537
Olfr1431	0
Olfr262	0
Olfr1432	0
Olfr1436	0
Olfr1434	0
Olfr1437	0
Olfr235	0
Olfr1438-ps1	0
Pfpl	0
Olfr1441	0
Mpeg1	0.112706
Olfr1440	0
Osbp	16.0079
Dtx4	7.65612
Gm4952	0
Olfr1442	0
Olfr1443	0
Glyat	0
Keg1	0
Olfr1445	0
Olfr1444	0
Olfr1446	0
Olfr1447	0
Olfr1448	0
Lpxn	0.391391
Olfr1450	0
Olfr1449	0
Fam111a	29.3802
Olfr1453	0
Olfr1451	0
Olfr1458	0
Olfr1462	0
Olfr1454	0
Olfr1457	0
Olfr1461	0
Olfr1459	0.0160469
Ddb1	280.055
Olfr1463	0
Olfr1465	0
Olfr1467	0
Olfr1466	0
Olfr1469	0
Olfr1472	0
Olfr1474	0
Olfr1471	0
Olfr1475	0
Olfr1477	0
Olfr1493-ps1	0
Olfr1490	0
Olfr1487	0
Olfr1480	0
Olfr1495	0
Olfr1494	0
Olfr1484	0
Olfr1489	0.00405639
Olfr1491	0
Olfr1496	0
Olfr1499	0
Olfr1497	0
Olfr1502	0
Olfr1504	0
Olfr1501	0
Olfr1500	0
Olfr1505	0.00658974
Cntf	1.47599
Zfp91	28.5081
Tle4	6.72117
Prpf19	364.039
Cep78	6.51359
Gna14	0.111564
Foxb2	0
Prune2	0.738885
Vps13a	2.77126
Pcsk5	0.0755193
Gnaq	18.6933
Gcnt1	9.64146
Rfk	24.6037
Nmrk1	7.15629
Carnmt1	14.4828
Trpm6	0.246245
Ostf1	15.8645
Rorb	0.192277
D030056L22Rik	23.3693
Psat1	125.909
Tmc1	0
Aldh1a1	0.119807
Aldh1a7	0.642448
Gm3443	0
Gda	0.799303
Abhd17b	12.9283
1110059E24Rik	26.2479
Trpm3	0.0705685
Klf9	5.57221
Zfand5	75.7364
Tmem2	9.23526
Gm6563	0
1700028P14Rik	0
Gm9493	0.117444
Ptar1	2.82266
Gm9938	2.63981
Apba1	0.551994
Mamdc2	10.8072
Fam189a2	13.307
Smc5	18.9043
Tmem252	0.461225
Gm10053	0
Foxd4	0
Tjp2	11.7505
Fxn	21.0356
Dock8	0.157455
Pgm5	5.75956
Pip5k1b	1.15055
Fam122a	16.763
Dmrt1	0
Dmrt3	0.0101361
Dmrt2	0.0723745
Cbwd1	10.0312
Kank1	3.33997
Gm815	0
Kcnv2	0
Rfx3	1.0996
Vldlr	9.55157
Cdc37l1	7.96118
Glis3	2.80641
Pum3	29.3449
Slc1a1	0.642253
Plpp6	4.24052
4430402I18Rik	0.831879
Rcl1	27.0502
Ak3	41.7988
Rln1	0.244782
Insl6	9.32417
Pdcd1lg2	0.0460988
Cd274	1.68626
Jak2	16.5357
Mlana	0.262983
Plgrkt	63.388
Trpd52l3	0
Ranbp6	3.12972
Ric1	12.6078
Il33	2.58914
9930021J03Rik	11.1865
Mbl2	0
Ermp1	20.3332
Gldc	1.61112
Dkk1	3.69798
A1cf	0
Rpl9-ps6	0
Asah2	4.82756
Smarca2	23.8825
Prkg1	3.04659
Cstf2t	20.7056
Uhrf2	57.4002
Papss2	8.0117
Anxa1	1043.1
Minpp1	25.5829
Sgms1	23.4535
Atad1	37.6986
Lipo5	0
Gm5519	0
Lipo1	0
Lipf	0
Rnls	2.79532
Lipk	0.0108818
Lipn	0.0514977
Lipm	0
Ankrd22	0.0554085
Lipo4	0
Lipo3	4.50902
Lipo2	0.0858181
Acta2	6.74086
Stambpl1	16.8139
Ch25h	5.75501
Fas	9.75539
Pten	22.6112
Ifit1bl1	0.111376
Ifit1bl2	0.14025
Ifit3b	3.89745
Ifit3	13.753
Ifit2	8.54519
Slc16a12	0.0979691
Ifit1	16.2951
Pank1	5.97218
Htr7	0.0572707
Lipa	58.8277
Ankrd1	1.37615
Rpp30	22.7951
Pcgf5	8.18034
Ppp1r3c	3.25149
Hectd2	0.624844
Kif20b	15.3346
Fgfbp3	1.70899
Btaf1	8.28791
Hhex	2.79016
Cyp26c1	0.043057
Cyp26a1	0.296413
Exoc6	5.0642
Ide	28.6595
Kif11	22.7202
Cpeb3	1.01447
March5	72.0029
Tnks2	101.764
Ffar4	0.0186153
Pde6c	0
Rbp4	1.035
Slc35g1	2.65976
Fra10ac1	9.25639
Lgi1	0.115196
Cep55	15.2795
Plce1	1.37182
Tbc1d12	7.12998
Noc3l	11.7282
Cyp2c38	0
Cyp2c66	0
Cyp2c67	0
Cyp2c39	0
Cyp2c68	0
Cyp2c65	0.012848
Cyp2c29	0
Cyp2c55	0.25973
Cyp2c69	0
Cyp2c40	0
Cyp2c37	0
Cyp2c54	0
Cyp2c50	0
Cyp2c70	0
Sorbs1	2.75879
Pdlim1	54.4574
Hells	36.8348
Cc2d2b	0.107861
Opalin	0
Dntt	0
Tctn3	3.94588
Tll2	0.00711367
Entpd1	0.405166
Blnk	0.304512
Ccnj	2.53117
Zfp518a	4.04366
Myof	53.9393
Pik3ap1	0.0275738
Aldh18a1	43.9886
Lcor	1.62734
Gm340	2.95578
AI606181	3.41151
Slit1	0.0243277
Frat1	0.0827558
Frat2	0.509422
Rrp12	7.23046
Arhgap19	13.5081
Tm9sf3	46.8412
Exosc1	20.2998
Pgam1	252.596
Ankrd2	0.123418
Morn4	10.112
Hoga1	6.42625
4933411K16Rik	0.432875
Ubtd1	52.9293
Avpi1	58.364
Pi4k2a	24.2941
Crtac1	0
Sfrp5	0.0522389
Golga7b	0.076141
R3hcc1l	8.77723
Loxl4	4.32203
Pyroxd2	7.85457
Marveld1	53.8119
Hpse2	0
Cnnm1	0.00458597
Zfyve27	29.6959
Nkx2-3	0.0116108
Slc25a28	24.1833
Got1	28.996
Abcc2	0
Cpn1	0.095464
Cyp2c44	0.016363
Hps1	30.6301
Dnmbp	9.6566
Entpd7	3.8161
Cutc	10.4942
Cox15	28.4791
Cwf19l1	4.8808
Scd3	0.074659
Pkd2l1	0.021333
Bloc1s2	57.7585
Erlin1	27.6139
Chuk	23.9427
Zdhhc16	16.3179
Mms19	58.0179
Scd4	0.199688
Wnt8b	0
Pax2	0
Hif1an	11.3394
Scd1	85.8326
Fam178a	9.59352
Mrpl43	46.7045
Sema4g	6.04765
Twnk	13.7025
Sec31b	0.146437
Gm20538	4.51451e-133
Ndufb8	234.875
Tlx1	0
Lbx1	0.0680311
Kazald1	2.67763
Poll	9.65695
Btrc	7.26964
Fgf8	0.310297
Npm3	44.675
Sfxn3	42.3895
Gm17018	20.2082
Fbxw4	35.5636
Lzts2	113.1
Pdzd7	5.64834
Kcnip2	0.166019
Hps6	8.11029
9130011E15Rik	10.4557
Mgea5	47.0741
Scd2	411.69
Elovl3	0.0514831
Pitx3	0.0564619
Nolc1	37.317
Mfsd13a	3.6307
Gbf1	27.8883
Fbxl15	8.13409
Cuedc2	42.6308
Nfkb2	37.925
Psd	2.06329
Actr1a	70.047
Sufu	24.9044
Sfxn2	4.42421
Arl3	72.7605
Trim8	41.3642
Cyp17a1	0
As3mt	2.71991
Borcs7	5.88688
Cnnm2	3.80748
Pcgf6	15.2639
Wbp1l	41.5833
Nt5c2	24.0929
Ina	0.686284
Calhm1	0
Calhm3	0
Gm6970	0.0954618
Taf5	5.06601
Usmg5	705.966
Neurl1a	10.5463
Ldb1	150.269
Pprc1	40.3733
Pdcd11	16.1576
Calhm2	7.30021
Col17a1	0.198606
Stn1	43.0595
Slk	22.7516
Sh3pxd2a	36.2859
Sfr1	134.226
Cfap58	0
Rpl13a-ps1	0
Sorcs3	0.0122511
Ins1	0
Sorcs1	3.85516
Cfap43	28.0331
Gsto1	268.172
Gsto2	2.31317
Nutf2-ps1	0
Mxi1	10.0873
Gm10197	116.66
Smndc1	36.6036
Dusp5	18.887
Add3	26.3909
Xpnpep1	86.9542
Rbm20	6.05404
Smc3	41.5506
Adra2a	1.88591
Gucy2g	0.0127184
Tectb	0
Gpam	4.78451
Acsl5	23.7373
Vti1a	7.25036
Zdhhc6	29.1651
Plekhs1	0.111752
Casp7	8.44567
Habp2	0.008488
Nrap	0.00957782
Adrb1	0.0387561
Nhlrc2	7.16788
Vwa2	0.0230635
Tdrd1	0.01893
Dclre1a	10.1304
Pdcd4	48.8059
Shoc2	28.9993
Bbip1	12.8742
Afap1l2	1.25759
Ccdc186	9.50742
Ccdc172	0
Pnliprp1	0
Pnlip	0.0172813
1700019N19Rik	0
Pnliprp2	0.0487315
Hspa12a	0.401063
Kcnk18	0
Vax1	0
Trub1	6.29239
Fam160b1	9.77135
Shtn1	0.108655
Slc18a2	0.474296
Eno4	0.384518
Atrnl1	4.78162
Gfra1	0.792153
Emx2	0.100311
Prlhr	0
Rab11fip2	4.16007
Fam204a	12.9331
Pdzd8	11.5338
Rps12-ps3	0
Nanos1	1.89359
Cacul1	17.9957
Tcf7l2	11.9272
Ablim1	9.85994
Sfxn4	3.41542
Gm6020	0
Gm7102	0
Fam45a	40.0143
Gm21060	0
Csf2ra	5.04897
Prdx3	61.8763
Olah	0
Acbd7	0.269073
Grk5	1.8789
Zfp950	16.6559
Meig1	0.302122
Rpp38	14.618
Fam171a1	7.45561
Nmt2	13.8941
Cdnf	0.391936
Dclre1c	2.58769
Suv39h2	5.08561
Eif3a	83.7839
Fam107b	35.3144
Hspa14	39.1365
Gm45902	1.98105
Bend7	0.0254447
Prpf18	13.8894
Ucma	0.0628819
Phyh	13.9472
Sephs1	36.6548
Optn	9.29156
Mcm10	17.7214
Ccdc3	74.4263
Camk1d	6.34986
Dhtkd1	2.61794
Proser2	2.34851
Echdc3	10.0718
Frmd4a	47.4413
Upf2	10.2954
Usp6nl	7.93496
Gata3	10.9442
9230102O04Rik	0
4930412O13Rik	0.112098
Taf3	7.61756
Celf2	7.26538
Kin	19.9496
Itih2	4.93334
Prkcq	0.0897772
Itih5	8.55879
Cdc123	200.852
Gm13199	1.7536
Sec61a2	43.828
Nudt5	41.102
Sfmbt2	2.33471
Gm17490	0
Il2ra	0.00526883
Il2ra	0
Rbm17	152.496
Il15ra	5.69924
Pfkfb3	2.92015
Atp5c1	238.834
Ankrd16	23.8784
C1ql3	1.58756
Fbxo18	64.9776
Pter	20.4441
Cubn	0.102297
Itga8	32.2898
Trdmt1	3.2664
Fam188a	19.9655
Rsu1	84.9542
St8sia6	0.360472
Hacd1	26.4059
Tmem236	0.0192486
Mrc1	0.038601
Slc39a12	0.00905832
Malrd1	0
H2al2a	0
A930004D18Rik	7.18399
Skida1	1.42794
Nebl	0.54538
Plxdc2	4.96023
Cacnb2	2.36421
Stam	32.5379
Nsun6	5.89525
Arl5b	6.38326
Spag6	0.196039
4930426L09Rik	0.211663
Armc3	0.128942
Ptf1a	0
4921504E06Rik	0
Otud1	1.88059
Pip4k2a	6.93944
Msrb2	12.5785
Bmi1	42.9174
Enkur	0.511397
Gpr158	0.019396
Gad2	0.694957
Myo3a	0.0814808
Thnsl1	3.72748
Commd3	73.1858
Apbb1ip	6.06452
Mllt10	18.6125
Dnajc1	15.8963
Mastl	8.16272
Acbd5	8.76454
Nxph2	0
4931423N10Rik	0.0135214
Etl4	17.146
Hnmt	0
Il1f8	0
Tbpl2	0
Il1f6	0
Il1f9	0.076672
Il1f5	0
Il1f10	0.0658701
Il1rn	0.841027
Pax8	0.00940559
Spopl	5.09681
Psd4	0.379268
Arhgap21	35.5186
Yme1l1	31.4945
Cacna1b	2.91202
Mrpl41	32.016
Zmynd19	33.6496
Arrdc1	19.8009
Dph7	18.4414
Nrarp	0.21433
Pnpla7	3.68396
Entpd8	0
Noxa1	0.360429
Pdss1	7.68791
Abi1	56.6145
Tor4a	14.7253
Stpg3	0
Rnf224	0
Slc34a3	0
Ehmt1	33.5892
Cysrt1	0
Rnf208	0.58923
Tprn	8.98836
Nelfb	58.3606
Ndor1	12.4441
Tmem203	12.3706
Ssna1	65.8096
Fam166a	0
Tubb4b	145.074
Nsmf	41.0529
Lrrc26	0
Tmem210	0
Grin1	0.438804
Anapc2	92.8112
Fut7	0.161563
Sapcd2	11.0506
Man1b1	41.3031
Lcn12	0.0861907
Ptgds	0.288255
Dpp7	35.1401
Uap1l1	81.2645
Abca2	13.0101
BC029214	14.7391
Clic3	0.765957
Entpd2	0.153553
Npdc1	27.8499
Traf2	14.7178
C8g	3.81805
Fbxw5	37.2284
Gm996	0.139605
Ccdc183	0.237355
Lcn10	0
Obp2a	0
Lcn8	0.0493226
Lcn5	0
Lcn6	0
Fcna	0.340508
Obp2b	0
Lcn3	0
Lcn11	0
Gm13539	0
Lcn9	0
Glt6d1	0
Mamdc4	1.69008
Phpt1	78.1331
Sohlh1	0
Edf1	289.156
Bmyc	32.5208
Tmem141	21.7093
Kcnt1	0.402975
Rabl6	58.5318
Lhx3	0
Ccdc187	0.00240896
Nacc2	3.00851
Qsox2	6.93047
Card9	0.0702902
Ubac1	46.4511
Vim	2380.17
Camsap1	43.2647
Gpsm1	19.2428
Dnlz	12.4254
Snapc4	17.6764
Sdccag3	62.6624
Lcn4	0
Abo	0
Notch1	10.8265
Sec16a	20.5004
Pmpca	64.7303
Inpp5e	43.4193
Surf6	16.0919
Med22	27.4371
Egfl7	47.2183
Gm20532	1.50082e-09
Fam69b	28.0281
Agpat2	31.6606
Stkld1	0.222441
Adamts13	0.0135576
Dbh	0
Tmem8c	0.0659753
Fam163b	0.00804479
Adamtsl2	0.977825
Slc2a6	6.27376
Cacfd1	31.1016
D2Bwg1423e	10.9574
Rexo4	31.9321
Vav2	8.98288
Sardh	22.7961
Wdr5	36.2531
Brd3	36.4029
Rxra	30.1059
Surf1	58.8245
Surf4	222.323
Surf2	36.2048
Rpl7a	999.814
Fcnb	0
1700007K13Rik	0.286569
Olfm1	6.59767
Ppp1r26	3.92744
Gm10134	4.31334
Mrps2	31.3583
Gbgt1	5.64728
Cel	0.0238327
Gfi1b	0.130686
Ak8	0.129993
Spaca9	1.67413
Gtf3c5	20.8977
Barhl1	0.019119
Cfap77	0.344415
Ddx31	5.31753
Ttf1	7.05979
Ntng2	0.038479
Gtf3c4	12.0857
Med27	14.5364
Setx	10.2412
Tsc1	7.48906
Gm13420	0
Ralgds	54.7415
Slc27a4	9.70866
Cercam	6.08758
Urm1	72.6916
Col5a1	130.698
Gm13547	0.155577
Coq4	17.6807
Trub2	27.8658
Rapgef1	25.1409
Gle1	33.3515
Odf2	35.2206
Wdr34	30.2777
Pkn3	4.92928
Zdhhc12	30.9369
Zer1	13.4315
Tbc1d13	32.6502
Kyat1	3.87466
Endog	5.50909
Spout1	28.3563
Set	227.649
Miga2	18.2562
Sh3glb2	63.3266
Cstad	2.87284
1700001O22Rik	0.407274
Ier5l	56.2112
Asb6	22.0481
Ntmt1	44.0826
Prrx2	94.8738
Ptges	29.1483
BC005624	22.3723
Tor1a	43.0858
Ptpa	106.071
Tor1b	44.6371
Usp20	13.3258
Sptan1	185.934
Hmcn2	1.38886
Dolpp1	14.2614
Crat	37.4094
Gpr107	32.2485
Ass1	31.3505
Ncs1	32.3837
Lrrc8a	8.60172
Gm28035	1.1286
Phyhd1	20.6322
Gm28038	3.66814e-179
Nup188	28.5554
Dolk	14.5862
Prdm12	0
Fnbp1	31.3929
Exosc2	37.449
Qrfp	0.0244177
Fubp3	61.1795
Fibcd1	0.594903
Lamc3	0.0397703
Aif1l	7.9876
Plpp7	0.254163
Nup214	23.9799
Fam78a	0.489804
Abl1	46.6601
Pomt1	20.0044
Uck1	31.0789
Prrc2b	55.4275
Swi5	415.044
Golga2	36.0038
Lcn2	13.0423
Ptges2	13.6313
Fam102a	4.92204
9430097D07Rik	0.0682745
Pip5kl1	1.23506
Dpm2	66.9453
Slc25a25	13.6231
Naif1	3.34126
St6galnac4	30.0682
Ak1	40.8128
St6galnac6	32.2542
Sh2d3c	3.29076
6330409D20Rik	0
Ptrh1	13.0548
Cfap157	1.06075
Eng	15.0007
Fpgs	28.2467
Ttc16	0.16464
Tor2a	26.1873
Cdk9	80.697
Stxbp1	41.0516
Slc2a8	6.85697
Garnl3	8.07351
Lmx1b	0.141697
Zbtb34	3.8688
Zbtb43	8.64885
Ralgps1	1.56057
Angptl2	21.1278
Mvb12b	14.3294
Dnm1	70.9909
Ciz1	67.794
1110008P14Rik	27.8276
Pbx3	18.1206
Mapkap1	54.7749
Gapvd1	25.154
Gm34653	0.0979717
Rabepk	44.3846
Hc	0.0488672
AI182371	0.215901
Phf19	1.6097
Traf1	0.887035
Psmd5	55.9099
Psmd5	0.46743
Cutal	0
Fbxw2	50.4094
Fam129b	85.5819
Rpl12	1372.13
Lrsam1	14.5569
Cntrl	9.69342
Rab14	111.042
Hspa5	591.606
4930568D16Rik	0
4930402F06Rik	0
Stom	28.0669
Ggta1	15.5489
Ttll11	0.531481
Morn5	0.735475
Ndufa8	127.37
Lhx6	2.94958
Olfr340	0
Olfr339	0
Olfr341	0
Olfr345	0
Olfr342	0
Olfr346	0
Olfr344	0.0385906
Olfr338	0.0361505
Olfr347	0
Olfr50	0
Olfr3	0
Olfr350	0
Olfr348	0
Olfr351	0.0752118
Olfr353	0
Olfr355	0
Olfr356	0
Olfr357	0
Olfr358	0
Olfr352	0.00707505
Olfr354	0.0110434
Olfr360	0
Olfr362	0
Olfr366	0
Olfr364-ps1	0
Olfr368	0
Olfr361	0.0261236
Olfr365	0.0475501
Rbm18	29.1434
Mrrf	21.5178
Pdcl	18.2857
Ptgs1	48.3265
Zbtb6	5.61979
Zbtb26	3.65703
Rc3h2	5.50957
Lhx2	3.47558
Dab2ip	29.5482
Crb2	0.0934783
Dennd1a	14.0408
Nr5a1	0.00807507
Olfml2a	0.709582
Gsn	297.325
Nr6a1	0.654356
Rabgap1	26.9954
Gpr21	0.214213
Strbp	10.3482
Nek6	59.8735
Psmb7	213.046
Arhgap15	0.0184647
Kynu	0.226005
Lrp1b	0.00575038
Scai	8.62171
Ppp6c	35.6022
Golga1	18.0973
Gtdc1	22.8207
Lypd6b	0.209966
Lypd6	0.303105
Kif5c	2.30348
Wdr38	0.263409
Arpc5l	64.1007
Rpl35	608.032
Epc2	20.5241
Tas2r134	0
Zeb2	10.0017
Tnfaip6	12.4545
Rbm43	16.8156
Rnd3	32.8836
Mmadhc	73.0737
Nmi	27.9794
Cacnb4	0.19408
Neb	0.163985
Acvr2a	9.78682
Mbd5	11.2977
Orc4	44.0504
Arl5a	21.0859
Stam2	17.2378
Rif1	13.2848
Rprm	6.27434
Fmnl2	30.4513
Kcnj3	0.0450215
Arl6ip6	35.9362
Galnt13	0.599172
Nr4a2	3.31711
Galnt5	0.0798758
Ermn	0
Acvr1c	0.0342215
Cytip	6.51186
Upp2	3.97064
Ccdc148	0.0528825
Gm11099	0
Dapl1	0
Gpd2	10.4535
Acvr1	22.5855
Gm17409	0.0291609
Prpf40a	61.0971
Pkp4	15.7486
Wdsub1	32.0886
Cd302	8.44861
Itgb6	0.00794076
Baz2b	16.6831
Ly75	3.64606
Pla2r1	2.58363
Tanc1	21.3478
March7	42.4843
Tbr1	0.042485
Gcg	0.100398
Tank	19.0396
Slc4a10	0.0196318
Dpp4	1.00516
Gca	11.2553
Kcnh7	0.0841849
Fign	1.72747
Ifih1	7.6148
Grb14	5.18122
Rbms1	171.216
Fap	9.67623
Slc38a11	0
Psmd14	99.6014
Galnt3	1.76352
Scn3a	0.178045
Csrnp3	0.164284
Scn2a	2.45107
Scn7a	0.298433
Gm21830	0
Gm26727	0
Xirp2	0.00942822
Scn1a	0.244148
4933409G03Rik	0
B3galt1	7.43147
4932414N04Rik	0
Cobll1	5.71122
Ttc21b	12.3761
Nostrin	0.193316
Scn9a	2.24279
Stk39	20.266
G6pc2	0.0143323
Dhrs9	1.67491
Klhl41	0.0857776
Abcb11	0.0567409
Cers6	11.4074
Lrp2	0.0189019
Fastkd1	2.06862
Bbs5	3.13574
Ccdc173	1.1771
Spc25	47.7797
Klhl23	4.74
Phospho2	9.34874
Ppig	83.816
Sp5	0.0467366
Erich2	0
Gad1	0
Myo3b	0.0198477
Ubr3	18.6188
Cybrd1	0.466364
Ssb	206.499
Mettl5	35.5884
Mettl8	7.3423
Dcaf17	8.11822
Gm26558	0.369871
Tlk1	23.1208
Gorasp2	75.7513
Slc25a12	65.2394
Metap1d	23.3313
Dlx2	18.3502
Dlx1	14.24
Hat1	58.0846
Rapgef4	0.358459
Map3k20	2.90043
Pdk1	21.9273
Cdca7	41.4178
Itga6	25.4716
Dync1i2	65.6356
Chrna1	0.0742219
Gpr155	0.58868
Sp3	41.1602
Gm11084	0
Chn1	1.67874
Sp9	0.107849
Scrn3	10.031
Cir1	12.5258
Wipf1	10.1388
Ola1	60.0431
Evx2	0
Hoxd12	0
Hoxd10	0
Hoxd11	0
Hoxd13	1.82792
Hoxd9	5.75631
Hoxd1	0.0267171
Hoxd8	10.3979
Hoxd3	0.210754
Hoxd4	2.78792
Gm28230	0.364796
Lnpk	9.22815
Mtx2	63.0531
Atf2	27.6645
Atp5g3	490.179
Nfe2l2	49.3376
Ttc30a2	0.129346
Cyct	0
Ttc30b	4.19081
Ttc30a1	2.30697
Pde11a	0.0817051
Rbm45	19.1681
Dfnb59	0.338816
Osbpl6	3.69245
Prkra	35.9351
Fkbp7	27.3554
Agps	26.0696
Plekha3	24.256
Zfp385b	0.777725
Ccdc141	12.1279
Sestd1	16.3022
Ttn	0.00978358
Itga4	0.129881
Cerkl	0.406337
Neurod1	0
Ppp1r1c	0.0540404
Ube2e3	89.6326
Prdx6b	0
Cwc22	22.1133
Pde1a	5.93269
Frzb	3.34546
Dnajc10	49.9863
Ssfa2	35.1697
Zfp804a	0.768185
Fsip2	0.0471223
Dusp19	6.80831
Nup35	17.6523
Hnrnpa3	441.549
Gm13698	0
Gm13695	0
Zswim2	0
Gm13696	0
Gm13693	0
Gm13694	0
Gm13691	0
Gm13697	0
Nckap1	59.7728
Zc3h15	73.0203
Fam171b	8.78373
Calcrl	23.4504
Tfpi	38.5365
Itgav	50.0597
Gm19426	7.4825
Clp1	8.6456
Ypel4	7.99286
Smtnl1	0.028447
Serping1	12.0743
Rtn4rl2	0.483464
Slc43a1	0.327529
Timm10	32.3221
Prg2	0
Prg3	0
Ube2l6	38.4063
Slc43a3	17.394
Lrrc55	0
Olfr993	0
Olfr987	0
Olfr995	0
Olfr988	0
Olfr992	0
4833423E24Rik	0
Olfr994	0
Aplnr	0.0126857
Olfr996	0
Olfr998	0
Olfr154	0
Olfr1008	0
Olfr1002	0
Olfr1006	0
Olfr1000	0
Olfr1009	0
Olfr1012	0
Olfr1018	0
Olfr1015	0
Olfr1022	0
Olfr1016	0
Olfr1019	0
Olfr1020	0
Olfr1024	0
Olfr1023	0
Olfr1013	0
Olfr1014	0
Olfr1025-ps1	0
Olfr1030	0
Olfr1026	0
Olfr1029	0
Olfr1031	0
Olfr1032	0
Olfr1034	0
Olfr1028	0.135578
Olfr1036	0
Olfr1040	0
Olfr1039	0
Olfr1033	0.764922
Olfr1042	0
Olfr1037	0
Olfr52	0
Olfr1043	0
Olfr1044	0
Olfr1046	0
Olfr1045	0
Olfr1047	0
Olfr1048	0
Olfr1053	0
Olfr1049	0
Olfr1054	0
Olfr1052	0
Olfr1051	0
Olfr1057	0
Olfr1061	0
Olfr1056	0
Olfr1058	0
Olfr1066	0
Olfr1062	0
Olfr228	0
Olfr1065	0
Olfr1055	0.0678593
Olfr1076	0
Olfr1082	0
Olfr1080	0
Olfr1084	0
Olfr1079	0
Olfr1086	0
Olfr1087	0
Olfr1085	0
Olfr1089	0
Olfr1090	0
Olfr141	0
Gm13723	0
Olfr1095	0
Olfr1094	0
Olfr1093	0
Olfr1097	0
Olfr1098	0
Olfr1099	0
Olfr1100	0
Olfr1101	0
Olfr1102	0
Olfr1105	0
Olfr1107	0
Olfr1104	0
Olfr1106	0
Olfr259	0
Olfr1109	0.0101617
Olfr1110	0
Olfr1112	0
Olfr1111	0
Olfr1113	0
Olfr1117-ps1	0
Olfr1115	0
Olfr1150-ps1	0.0105577
Olfr1116	0.00234678
Olfr1121	0
Olfr1126	0
Olfr153	0
Olfr1128	0
Olfr1123	0
Olfr1124	0.0299701
Pramel7	0
Pramel6	0
Olfr1122	0.100954
Olfr1129	0
Olfr1132	0
Olfr1133	0
Olfr1131	0
Olfr1136	0
Olfr1135	0
Olfr1134	0
Olfr1130	0.00907663
Olfr1137	0
Olfr1141	0
Olfr1138	0
Olfr1140	0
Olfr1145	0
Olfr1143	0
Olfr1120	0
Olfr1151	0
Olfr1148	0
Olfr152	0.0117809
Olfr1153	0
Olfr1155	0
Olfr1154	0
Olfr74	0
Olfr1157	0
Olfr1158	0
Olfr1152	0.0739558
Olfr1160	0
Olfr1156	0.166217
Olfr1161	0
Olfr1162	0
Olfr1163	0
Olfr1164	0
Olfr1166	0
Olfr73	0.00779329
Olfr1168	0
Olfr1170	0
Olfr1167	0.0544468
Olfr1176	0
Olfr1179	0
Olfr1192-ps1	0
Olfr1184	0
Gm13757	0
Olfr1181	0
Olfr1173	0.0171924
Olfr1178	0.00775314
Olfr1183	0.00275118
Olfr1186	0
Olfr1189	0
Olfr1185-ps1	0
Olfr1188	0
Olfr1193	0
Olfr1191-ps1	0.0232245
OR4P4	0.00360864
Olfr1195	0
Olfr1197	0
Olfr1196	0
Olfr1200	0
Olfr1198	0
Olfr1201	0
Olfr1199	0
Olfr1202	0
Olfr1205	0
Olfr1204	0
Olfr1206	0
Olfr1212	0
Gm13762	0
Olfr1211	0
Olfr1209	0.013986
Olfr1208	0.008449
Olfr1214	0
Olfr1215	0
Olfr1217	0
Olfr1216	0
Olfr1220	0
Olfr1222	0
Olfr1218	0
Olfr1221	0
Olfr1219	0
Olfr1223	0
Olfr1225	0
Olfr1230	0
Olfr1228	0
Olfr1229	0
Olfr1231	0
Olfr1224-ps1	0
Olfr1232	0
Olfr1226	0
P2rx3	0.453867
Ssrp1	144.723
Olfr1234	0
Olfr1238	0
Olfr1233	0
Olfr1243	0
Olfr1239	0
Olfr1241	0
Olfr1240	0
Olfr1245	0
Olfr1242	0
Olfr1248	0
Olfr1249	0
Olfr1246	0
Olfr1251	0
Olfr1252	0
Olfr1255	0
Olfr1253	0
Olfr1247	0.124751
Olfr1254	0.0111944
Olfr1250	0.212062
Olfr48	0
Olfr1257	0
Olfr1256	0
Olfr1259	0
Olfr1258	0
Olfr1261	0
Olfr1263	0
Olfr1260	0
Olfr1262	0.00756324
Olfr1264	0
Olfr140	0
Olfr1506	0
Olfr142	0
Olfr1265	0.00806793
Olfr32	0
Olfr1270	0
Olfr1267-ps1	0.00665415
Olfr1272	0
Olfr1274-ps	0
Gm13769	0
Olfr1271	0.0105292
Tnks1bp1	108.742
Ptprj	3.96357
Nup160	50.0272
Agbl2	3.58744
Fnbp4	33.8519
C1qtnf4	0.916935
Ndufs3	94.0103
Kbtbd4	16.4029
Mtch2	112.557
Rapsn	0.213187
Spi1	0
Mybpc3	0.00561815
Nr1h3	1.8992
Lrp4	0.756541
Pacsin3	17.7372
