geneId	geneName	start	end	strand	chr
ENSMUSG00000012609	Ttll5	85824659	86061893	1	12
ENSMUSG00000104861	3110039M20Rik	49389652	49407360	1	12
ENSMUSG00000032363	Adamts7	90163069	90208071	1	9
ENSMUSG00000062410	Hsd3b3	98741523	98763127	-1	3
ENSMUSG00000060663	Olfr175-ps1	58823662	58826782	-1	16
ENSMUSG00000097874	C030010L15Rik	97994596	97997419	-1	16
ENSMUSG00000095964	Gm6221	135409856	135412955	1	X
ENSMUSG00000068574	Olfr458	42459979	42465196	-1	6
ENSMUSG00000075431	Gm11691	114251843	114253127	1	11
ENSMUSG00000062098	Btbd3	138256565	138589292	1	2
ENSMUSG00000035234	Abraxas1	100805192	100820965	-1	5
ENSMUSG00000081548	Gm11692	114357129	114358261	1	11
ENSMUSG00000093419	Gm19898	99245671	99245921	1	12
ENSMUSG00000116467	Gm49515	23779176	23780127	-1	16
ENSMUSG00000116673	A630089N07Rik	98001310	98082450	-1	16
ENSMUSG00000033713	Foxn3	99190078	99563582	-1	12
ENSMUSG00000051424	Olfr1184	88483598	88489284	1	2
ENSMUSG00000116335	Gm49516	23852991	23853966	1	16
ENSMUSG00000023945	Slc5a7	54273590	54299034	-1	17
ENSMUSG00000091983	Olfr457	42468015	42476335	-1	6
ENSMUSG00000079562	Maea	33335509	33373296	1	5
ENSMUSG00000111089	Gm49427	120009805	120011448	1	9
ENSMUSG00000079243	Xirp1	120013755	120023598	-1	9
ENSMUSG00000100201	Gm29093	80587965	80589790	-1	10
ENSMUSG00000028976	Slc2a5	150119283	150144169	1	4
ENSMUSG00000003346	Abhd17a	80583654	80590341	-1	10
ENSMUSG00000090631	Olfr456	42486163	42487214	-1	6
ENSMUSG00000099945	1700126A01Rik	57127340	57129400	1	1
ENSMUSG00000017737	Mmp9	164940780	164955850	1	2
ENSMUSG00000063730	Hsd3b2	98709255	98724543	-1	3
ENSMUSG00000101429	BC055402	57200645	57214993	-1	1
ENSMUSG00000039308	Ndst2	20723730	20734562	-1	14
ENSMUSG00000036023	Parp2	50807841	50821301	1	14
ENSMUSG00000048153	Olfr49	54278253	54284939	-1	14
ENSMUSG00000078177	Gm4877	42519516	42520313	-1	6
ENSMUSG00000101129	Gm5254	57291425	57292401	-1	1
ENSMUSG00000112573	Gm48324	10270402	10296929	-1	10
ENSMUSG00000080857	Gm12859	118490782	118497642	-1	4
ENSMUSG00000102196	Gm38171	11315372	11319874	-1	2
ENSMUSG00000103424	Gm37535	51527005	51529369	-1	1
ENSMUSG00000099413	Gm17767	51507086	51596718	-1	1
ENSMUSG00000105703	Gm43305	54292443	54297456	-1	14
ENSMUSG00000032512	Wdr48	119894878	119926587	1	9
ENSMUSG00000102894	Gm37851	11332825	11333713	1	2
ENSMUSG00000090817	Gm4450	98445675	98457126	-1	3
ENSMUSG00000105294	Gm43304	54323998	54324323	-1	14
ENSMUSG00000105667	Gm3945	54334217	54334899	1	14
ENSMUSG00000083327	Vcp-rs	104345829	104348234	-1	X
ENSMUSG00000071494	Olfr455	42535664	42547587	-1	6
ENSMUSG00000103321	4933403L11Rik	11383787	11384907	-1	2
ENSMUSG00000117008	AC115970.1	96047628	96096005	-1	10
ENSMUSG00000059060	Rad51b	79297282	79814690	1	12
ENSMUSG00000105501	5330426L24Rik	54349462	54351636	-1	14
ENSMUSG00000029328	Hnrnpdl	100033577	100039664	-1	5
ENSMUSG00000083834	Gm12577	58483252	58483825	-1	4
ENSMUSG00000101741	Gm28055	51696324	51746943	-1	1
ENSMUSG00000112316	Gm48425	96127985	96129742	-1	10
ENSMUSG00000086006	Gm13293	11339488	11344111	1	2
ENSMUSG00000025323	Sp4	118234933	118301440	-1	12
ENSMUSG00000083331	Gm12400	98680832	98688182	-1	3
ENSMUSG00000038668	Lpar1	58435255	58553898	-1	4
ENSMUSG00000085911	Gm14061	138589392	138649122	1	2
ENSMUSG00000096486	Gm5426	96136603	96136914	1	10
ENSMUSG00000086491	Gm13291	11385003	11387064	1	2
ENSMUSG00000112762	4930459C07Rik	96226020	96248866	1	10
ENSMUSG00000063137	Olfr177	58870955	58874768	-1	16
ENSMUSG00000103223	Gm37730	11365241	11367451	-1	2
ENSMUSG00000081009	Gm14065	138872023	138872607	1	2
ENSMUSG00000102674	8030442B05Rik	11338366	11398501	-1	2
ENSMUSG00000018656	Tcaf3	42584866	42597692	-1	6
ENSMUSG00000020137	Thap2	115368404	115384443	-1	10
ENSMUSG00000082526	Gm14067	138916619	138916932	-1	2
ENSMUSG00000112749	Gm48428	96336090	96345824	-1	10
ENSMUSG00000112290	Gm33782	96310131	96362367	1	10
ENSMUSG00000038092	Hsd3b5	98618634	98630252	-1	3
ENSMUSG00000082285	Gm14069	139175897	139176125	-1	2
ENSMUSG00000112234	Gm48427	96309345	96320725	1	10
ENSMUSG00000038936	Sccpdh	179668210	179687189	1	1
ENSMUSG00000094249	Gm20091	96408850	96409038	-1	10
ENSMUSG00000021290	Atp5mpl	111961375	111966977	-1	12
ENSMUSG00000093955	Ighv1-34	114851190	114851660	-1	12
ENSMUSG00000097939	Gm8601	96476479	96477387	1	10
ENSMUSG00000080983	Gm5419	161272237	161272840	-1	X
ENSMUSG00000021981	Cab39l	59440972	59585764	1	14
ENSMUSG00000113003	Gm47138	99366544	99369913	-1	12
ENSMUSG00000106107	Gm43190	98447198	98448976	-1	3
ENSMUSG00000093465	Gm20682	99292608	99296620	-1	12
ENSMUSG00000086687	4930547E08Rik	103804452	103810622	-1	2
ENSMUSG00000112354	Gm33843	96519157	96595731	-1	10
ENSMUSG00000103554	Ighv1-35	114875304	114875737	-1	12
ENSMUSG00000112264	Gm48505	96495721	96523982	-1	10
ENSMUSG00000044442	N6amt1	87354185	87368742	1	16
ENSMUSG00000081799	Gm14071	139383832	139384340	-1	2
ENSMUSG00000081348	Gm13878	103810886	103811617	-1	2
ENSMUSG00000085071	Gm14066	139256876	139677714	-1	2
ENSMUSG00000102759	Gm10463	32130283	32133171	-1	5
ENSMUSG00000114818	Gm35164	28649672	28699011	1	14
ENSMUSG00000094051	Ighv1-36	114879888	114880321	-1	12
ENSMUSG00000039092	Sptlc3	139493913	139637674	1	2
ENSMUSG00000021476	Habp4	64161824	64186537	1	13
ENSMUSG00000108981	Gm15262	161287456	161366252	1	X
ENSMUSG00000095923	Ighv1-37	114896238	114896671	-1	12
ENSMUSG00000057735	Olfr1185-ps1	88493320	88502049	1	2
ENSMUSG00000029851	Tcaf2	42623016	42645254	-1	6
ENSMUSG00000026765	Lypd6b	49787688	49948849	1	2
ENSMUSG00000103873	Ighv1-38	114910011	114910443	-1	12
ENSMUSG00000027774	Gfm1	67430096	67476529	1	3
ENSMUSG00000086308	G630016G05Rik	116067225	116085911	1	2
ENSMUSG00000078208	Fthl17b	8962134	8962975	-1	X
ENSMUSG00000105755	Gm43514	100820330	100820753	-1	5
ENSMUSG00000095130	Ighv1-39	114914599	114915032	-1	12
ENSMUSG00000004359	Spic	88674772	88685015	-1	10
ENSMUSG00000081010	Gm13880	103819003	103819476	-1	2
ENSMUSG00000105607	Gm43513	100814210	100815285	-1	5
ENSMUSG00000081020	Gm14509	8971505	8972790	1	X
ENSMUSG00000083495	Gm13877	103837101	103837517	-1	2
ENSMUSG00000044029	Olfr178	58888308	58892063	-1	16
ENSMUSG00000086328	2700033N17Rik	116066218	116067444	-1	2
ENSMUSG00000102991	Ighv1-40	114924941	114925368	-1	12
ENSMUSG00000060685	Fthl17c	8975710	8976559	-1	X
ENSMUSG00000081275	Gm13875	103838954	103839235	1	2
ENSMUSG00000062391	4932435O22Rik	114413401	114448860	-1	11
ENSMUSG00000114344	Gm17941	63095338	63097115	1	14
ENSMUSG00000032401	Lctl	64117147	64138118	1	9
ENSMUSG00000082845	Gm13879	103843415	103843656	-1	2
ENSMUSG00000102535	Ighv1-41	114932371	114932782	-1	12
ENSMUSG00000087584	Gm14457	8981822	8982982	1	X
ENSMUSG00000083643	Gm13876	103888324	103888584	1	2
ENSMUSG00000020799	Tekt1	72344722	72362442	-1	11
ENSMUSG00000084756	Gm13881	103912024	103918960	1	2
ENSMUSG00000085357	Gm13480	49805976	49812948	-1	2
ENSMUSG00000029135	Fosl2	32135801	32157842	1	5
ENSMUSG00000081845	Prkaca-ps1	161485567	161486485	-1	X
ENSMUSG00000110523	C230057M02Rik	122724948	122752325	-1	8
ENSMUSG00000094652	Ighv1-42	114937113	114937544	-1	12
ENSMUSG00000090981	Olfr718-ps1	143134014	143147581	-1	5
ENSMUSG00000114201	Gm18079	28724375	28725259	1	14
ENSMUSG00000110716	Gm39271	122774035	122775423	-1	8
ENSMUSG00000043518	Rai2	161717069	161779496	1	X
ENSMUSG00000034620	Rxylt1	122078114	122097371	-1	10
ENSMUSG00000000959	Oxa1l	54360834	54369673	1	14
ENSMUSG00000085181	Gm12709	102967266	102989755	-1	4
ENSMUSG00000098212	Gm38706	130483189	130503581	-1	6
ENSMUSG00000095859	Ighv1-43	114945950	114946383	-1	12
ENSMUSG00000043687	1190005I06Rik	120608602	120647632	-1	8
ENSMUSG00000060733	Ipmk	71347763	71433327	1	10
ENSMUSG00000098025	Gm27013	130521314	130522337	-1	6
ENSMUSG00000039989	Cbx4	119077573	119086221	-1	11
ENSMUSG00000115826	Gm49034	35219139	35219438	-1	14
ENSMUSG00000078206	Fthl17d	8985900	8986755	-1	X
ENSMUSG00000043541	Casc1	145174834	145211005	-1	6
ENSMUSG00000107787	Gm44526	130545179	130545299	-1	6
ENSMUSG00000107220	Gm9555	32185497	32186079	1	5
ENSMUSG00000041078	Grid1	34820108	35583379	1	14
ENSMUSG00000103300	Ighv1-44	114963380	114963813	-1	12
ENSMUSG00000098115	Gm8816	130567639	130568801	1	6
ENSMUSG00000107519	Gm26996	130579766	130591682	-1	6
ENSMUSG00000017740	Slc12a5	164960802	164999731	1	2
ENSMUSG00000086540	Scml1	161817734	161819587	-1	X
ENSMUSG00000098084	Gm26914	130617488	130617710	1	6
ENSMUSG00000013367	Iglon5	43472904	43490075	-1	7
ENSMUSG00000083468	Gm9431	9009027	9010077	-1	X
ENSMUSG00000087146	Gm15205	161821366	161832112	-1	X
ENSMUSG00000021982	Cdadc1	59559388	59597959	-1	14
ENSMUSG00000047557	Lxn	67457998	67463926	-1	3
ENSMUSG00000105901	Gm7291	143157161	143157542	-1	5
ENSMUSG00000048379	Socs4	47276931	47296102	1	14
ENSMUSG00000082222	Gm14865	9030084	9030744	1	X
ENSMUSG00000110599	6030466F02Rik	123733958	123739941	1	8
ENSMUSG00000071815	Fthl17e	9033493	9034333	1	X
ENSMUSG00000032898	Fbxo21	117976730	118010201	1	5
ENSMUSG00000059493	Nhs	161833296	162159730	-1	X
ENSMUSG00000000738	Spg7	123062942	123097760	1	8
ENSMUSG00000105992	Gm43651	116532149	116532587	1	3
ENSMUSG00000082394	Gm4596	116528137	116528578	-1	3
ENSMUSG00000096508	Gm7903	135433835	135443830	1	X
ENSMUSG00000113875	D230030E09Rik	118518297	118530193	-1	12
ENSMUSG00000017211	Gsdma2	98646759	98657964	1	11
ENSMUSG00000022494	Shisa9	11984113	12270902	1	16
ENSMUSG00000000340	Dbt	116513070	116549981	1	3
ENSMUSG00000114577	Gm35217	28777427	28798421	-1	14
ENSMUSG00000114034	Gm9267	118602677	118603080	1	12
ENSMUSG00000115277	Gm19016	35548132	35549126	-1	14
ENSMUSG00000049336	Tenm2	36006656	37235964	-1	11
ENSMUSG00000087571	Gm15202	161908223	161908777	1	X
ENSMUSG00000086306	Gm11754	119106328	119111425	-1	11
ENSMUSG00000113546	Gm18441	118732439	118733055	-1	12
ENSMUSG00000074766	Ism1	139678178	139758581	1	2
ENSMUSG00000086547	Gm11755	119123011	119138421	-1	11
ENSMUSG00000030083	Abtb1	88835914	88841984	-1	6
ENSMUSG00000086677	Tvp23bos	62919079	62921592	-1	11
ENSMUSG00000053205	Styx	45351093	45422820	1	14
ENSMUSG00000097519	4930558J18Rik	57359222	57377544	-1	1
ENSMUSG00000111079	Gm47112	121857680	121859209	1	9
ENSMUSG00000082882	Olfr1186	88518551	88526790	1	2
ENSMUSG00000000958	Slc7a7	54369442	54417780	-1	14
ENSMUSG00000002602	Axl	25757273	25788705	-1	7
ENSMUSG00000115728	Gm49190	47320410	47321056	-1	14
ENSMUSG00000115082	Gm49189	47301982	47305485	-1	14
ENSMUSG00000021273	Fdft1	63145150	63179578	-1	14
ENSMUSG00000038412	Higd1a	121848563	121858362	-1	9
ENSMUSG00000078622	Ccdc47	106197408	106216344	-1	11
ENSMUSG00000021840	Mapk1ip1l	47298266	47323204	1	14
ENSMUSG00000031139	Mcf2	60055956	60179089	-1	X
ENSMUSG00000094371	Gm7905	135470455	135473530	1	X
ENSMUSG00000039033	Tasp1	139833480	140066805	-1	2
ENSMUSG00000068810	Olfr1187-ps1	88540114	88540447	-1	2
ENSMUSG00000032115	Hyou1	44379490	44392369	1	9
ENSMUSG00000068809	Olfr1188	88556935	88560815	1	2
ENSMUSG00000116121	Gm49486	79229391	79256674	1	15
ENSMUSG00000021939	Ctsb	63122462	63145923	1	14
ENSMUSG00000114977	Gm9502	47297508	47298542	-1	14
ENSMUSG00000113633	Gm29689	118757495	118758083	-1	12
ENSMUSG00000054994	AV320801	135494588	135504594	1	X
ENSMUSG00000004366	Sst	23889573	23890958	-1	16
ENSMUSG00000068206	Pick1	79229173	79249484	1	15
ENSMUSG00000090135	Gm15809	42998511	43006067	1	13
ENSMUSG00000087202	Gm15813	43117673	43125717	-1	13
ENSMUSG00000096687	Mfsd4b4	39890018	39899238	-1	10
ENSMUSG00000073016	Uprt	104482818	104507490	1	X
ENSMUSG00000106329	Gm10652	121168656	121171277	1	3
ENSMUSG00000085276	Gm15812	42868338	42869602	-1	13
ENSMUSG00000071788	Gm14525	26672777	26702638	-1	X
ENSMUSG00000028133	Rwdd3	121155398	121171695	-1	3
ENSMUSG00000037995	Igsf9	172481788	172498878	1	1
ENSMUSG00000114804	Gm18073	59622116	59622667	-1	14
ENSMUSG00000111919	Gm46192	88704595	88705075	1	10
ENSMUSG00000054728	Phactr1	42680623	43138526	1	13
ENSMUSG00000044461	Shisa2	59625308	59631660	1	14
ENSMUSG00000113169	Gm6171	118793188	118793832	-1	12
ENSMUSG00000081073	Gm13758	88572052	88579744	1	2
ENSMUSG00000112467	Gm48144	88715650	88716094	-1	10
ENSMUSG00000048562	Sp8	118846329	118852576	1	12
ENSMUSG00000062064	Slc2a7	150148972	150168482	1	4
ENSMUSG00000086685	Gm15015	135519591	135549316	1	X
ENSMUSG00000111952	Gm4489	122119700	122130558	1	10
ENSMUSG00000096119	Gm6228	135549210	135552221	1	X
ENSMUSG00000098138	Gm9081	122169373	122170363	1	10
ENSMUSG00000086375	Gm12127	36278041	36279987	1	11
ENSMUSG00000107395	Gm44331	114789390	114789777	1	6
ENSMUSG00000046085	4931422A03Rik	103966943	104028361	-1	2
ENSMUSG00000087245	Gm12126	36080664	36083854	1	11
ENSMUSG00000107411	Gm19040	114738534	114743259	1	6
ENSMUSG00000112305	Gm48875	122199150	122199498	1	10
ENSMUSG00000112486	Gm48659	49411814	49412248	-1	12
ENSMUSG00000033906	Zdhhc15	104536969	104671064	-1	X
ENSMUSG00000097890	4930547M16Rik	39899329	39907931	1	10
ENSMUSG00000030314	Atg7	114643097	114860614	1	6
ENSMUSG00000112873	Gm48877	122405113	122546498	-1	10
ENSMUSG00000027180	Fbxo3	104027721	104063240	1	2
ENSMUSG00000112794	Gm48878	122454132	122456809	1	10
ENSMUSG00000069540	Gm4925	88729541	88731101	-1	10
ENSMUSG00000020123	Avpr1a	122448499	122453452	1	10
ENSMUSG00000100844	1810007C17Rik	49476991	49480862	-1	12
ENSMUSG00000048249	Crebrf	26715650	26776635	1	17
ENSMUSG00000090951	Olfr181	58924707	58928755	-1	16
ENSMUSG00000060904	Arl1	88730858	88744094	1	10
ENSMUSG00000110262	Gm45614	113420374	113421094	1	7
ENSMUSG00000069631	Strada	106163330	106202168	-1	11
ENSMUSG00000109779	Gm18780	113448346	113448919	-1	7
ENSMUSG00000037722	Gnpnat1	45376334	45404913	-1	14
ENSMUSG00000112774	Gm36041	122386892	122435033	1	10
ENSMUSG00000086863	Gm15543	145182275	145187630	1	6
ENSMUSG00000112095	A130077B15Rik	122565023	122569891	-1	10
ENSMUSG00000081958	Gm11594	97322328	97322489	-1	11
ENSMUSG00000107420	Gm43910	145142157	145145397	-1	6
ENSMUSG00000018882	Mrpl45	97315716	97329920	1	11
ENSMUSG00000090629	Olfr180	58914285	58929392	-1	16
ENSMUSG00000030263	Lrmp	145115653	145174934	1	6
ENSMUSG00000098214	Gm27047	130629056	130630874	-1	6
ENSMUSG00000035121	Neil2	63182443	63193856	-1	14
ENSMUSG00000107898	Gm27013	130677102	130697981	-1	6
ENSMUSG00000108104	Gm20997	130721388	130721618	-1	6
ENSMUSG00000098015	Gm44527	130728161	130747623	-1	6
ENSMUSG00000111792	Gm33858	120068996	120070622	1	9
ENSMUSG00000072068	Gm16261	60154151	60154355	1	14
ENSMUSG00000032515	Csrnp1	119971163	119984658	-1	9
ENSMUSG00000114584	Gm47694	60210974	60216419	-1	14
ENSMUSG00000039552	Rsph4a	33905111	33916021	1	10
ENSMUSG00000020238	Ncln	81486249	81496392	-1	10
ENSMUSG00000075288	Gm6913	60141063	60141410	1	14
ENSMUSG00000041068	4930596D02Rik	35809488	35811978	-1	14
ENSMUSG00000086112	4930563I02Rik	60087071	60096093	1	14
ENSMUSG00000087286	Gm9013	60039610	60040491	-1	14
ENSMUSG00000028851	Nudc	133532542	133545996	-1	4
ENSMUSG00000068808	Olfr1189	88586454	88592762	1	2
ENSMUSG00000108535	Gm45071	58960203	58960773	1	16
ENSMUSG00000038502	Ptov1	44863067	44869788	-1	7
ENSMUSG00000100420	Gm28616	132544435	132545593	1	5
ENSMUSG00000115375	Gm49039	35820609	35821060	1	14
ENSMUSG00000021983	Atp8a2	59638540	60197179	-1	14
ENSMUSG00000111196	Gm47581	88605378	88605502	1	2
ENSMUSG00000105809	Gm42626	132546056	132550633	1	5
ENSMUSG00000111465	Gm47113	121869496	121879936	1	9
ENSMUSG00000039813	Tbc1d2	46604390	46650209	-1	4
ENSMUSG00000103500	Gm38373	132796153	132796440	1	5
ENSMUSG00000075126	Olfr475-ps1	88623305	88624236	1	2
ENSMUSG00000115274	Gm49040	35980994	35981268	1	14
ENSMUSG00000106097	Gm42625	133443342	133444263	1	5
ENSMUSG00000115237	Gm46474	36013948	36015385	1	14
ENSMUSG00000115295	Gm19129	36050560	36051220	1	14
ENSMUSG00000052403	Fcnaos	25607892	25631761	1	2
ENSMUSG00000081948	Olfr1191-ps1	88640542	88648438	1	2
ENSMUSG00000072616	Gm7853	36089359	36090816	-1	14
ENSMUSG00000006442	Srm	148591503	148594993	1	4
ENSMUSG00000027244	Atg13	91674618	91710576	-1	2
ENSMUSG00000104529	Rbakdn	143164779	143165751	-1	5
ENSMUSG00000111590	Olfr1192-ps1	88648509	88659772	1	2
ENSMUSG00000052336	Cx3cr1	119901616	120069879	-1	9
ENSMUSG00000050447	Lypd6	50066429	50193569	1	2
ENSMUSG00000112765	9430078K24Rik	79917019	79936264	-1	12
ENSMUSG00000026940	Ccdc183	25608635	25617678	-1	2
ENSMUSG00000057421	Las1l	95935335	95956962	-1	X
ENSMUSG00000060827	Olfr1193	88675628	88681143	1	2
ENSMUSG00000091135	Lgals1-ps2	79255574	79256092	1	15
ENSMUSG00000086518	Gm14503	9037157	9038320	-1	X
ENSMUSG00000032988	Slc16a8	79251014	79254761	-1	15
ENSMUSG00000083714	Fthl17-ps1	9043727	9044242	1	X
ENSMUSG00000080050	Gm14864	9046087	9047173	-1	X
ENSMUSG00000020696	Rffl	82802449	82871210	-1	11
ENSMUSG00000112417	A430028G04Rik	122756438	122758410	-1	10
ENSMUSG00000021428	Riok1	38036995	38061433	1	13
ENSMUSG00000111639	1700019L13Rik	119983146	119988092	1	9
ENSMUSG00000112646	Gm5654	79939165	79939639	-1	12
ENSMUSG00000112220	Gm36208	122792055	122792483	-1	10
ENSMUSG00000108065	Gm18423	130776236	130777309	1	6
ENSMUSG00000111957	Gm47582	122777480	122778065	-1	10
ENSMUSG00000080952	Gm5379	9049287	9050112	-1	X
ENSMUSG00000108994	Gm31663	92979876	93006513	1	7
ENSMUSG00000032513	Gorasp1	119925257	119937565	-1	9
ENSMUSG00000112292	Gm8275	79979428	79979851	-1	12
ENSMUSG00000034613	Ppm1h	122678762	122945795	1	10
ENSMUSG00000058905	Gm10051	133475123	133475536	1	5
ENSMUSG00000000743	Chmp1a	123204264	123212763	-1	8
ENSMUSG00000098071	Gm44525	130786622	130799987	-1	6
ENSMUSG00000106172	Gm17979	133519757	133520722	1	5
ENSMUSG00000107975	Gm44118	130825832	130826060	1	6
ENSMUSG00000032177	Pde4a	21165714	21213248	1	9
ENSMUSG00000072249	Fthl17f	9063015	9063861	1	X
ENSMUSG00000015087	Rabl6	25583018	25608521	-1	2
ENSMUSG00000105227	Gm36667	133534590	133598406	-1	5
ENSMUSG00000082468	Gm12980	129379844	129380179	1	4
ENSMUSG00000021549	Rasa1	85214780	85289130	-1	13
ENSMUSG00000107557	Gm21940	130838105	130840382	-1	6
ENSMUSG00000084207	Gm14070	139863297	139863724	1	2
ENSMUSG00000048485	Zbtb8b	129425765	129440853	-1	4
ENSMUSG00000097644	Gm26862	93006982	93104789	1	7
ENSMUSG00000070337	Gpr179	97332109	97352077	-1	11
ENSMUSG00000080006	Rps19-ps7	140073032	140073469	-1	2
ENSMUSG00000085548	Gm11753	119183953	119184516	-1	11
ENSMUSG00000061898	Rbak	143172186	143180775	-1	5
ENSMUSG00000054061	Gm9934	93052081	93081027	-1	7
ENSMUSG00000083110	Gm14073	140110022	140110402	-1	2
ENSMUSG00000039976	Tbc1d16	119143045	119228499	-1	11
ENSMUSG00000022948	Setd4	93583457	93604063	-1	16
ENSMUSG00000051515	Fam181b	93079865	93081867	1	7
ENSMUSG00000102540	Gm38134	108010976	108016608	-1	9
ENSMUSG00000074052	BC048644	121907833	121919690	1	8
ENSMUSG00000063895	Nupl1	60184612	60251431	-1	14
ENSMUSG00000098137	Gm33962	130868228	130888691	-1	6
ENSMUSG00000045624	Esf1	140119883	140170564	-1	2
ENSMUSG00000106067	Gm7902	133841573	133842519	-1	5
ENSMUSG00000104484	Gm33142	120685399	120686265	1	8
ENSMUSG00000062380	Tubb3	123411424	123422015	1	8
ENSMUSG00000111369	Gm47043	120004037	120005106	1	9
ENSMUSG00000026535	Ifi202b	173962568	173982744	-1	1
ENSMUSG00000041528	Rnf123	108051534	108083346	-1	9
ENSMUSG00000102528	Ighv1-45	114970055	114970488	-1	12
ENSMUSG00000114797	Gm49336	60205282	60251507	-1	14
ENSMUSG00000074206	Adh6b	138341775	138358861	1	3
ENSMUSG00000113605	4930425K24Rik	110236492	110238634	1	12
ENSMUSG00000102928	Ighv1-46	114977693	114978126	-1	12
ENSMUSG00000113581	Dio3os	110275385	110278172	-1	12
ENSMUSG00000091193	Gm17333	77846604	77853084	1	16
ENSMUSG00000111933	Gm36660	80018415	80081434	-1	12
ENSMUSG00000034932	Mrpl54	81264713	81266934	-1	10
ENSMUSG00000001076	C1ql4	99084086	99087817	-1	15
ENSMUSG00000110038	Gm45570	25594454	25595106	-1	8
ENSMUSG00000043794	D830025C05Rik	25597012	25599207	1	8
ENSMUSG00000075707	Dio3	110279068	110281097	1	12
ENSMUSG00000089710	Gm15810	42782692	42788258	-1	13
ENSMUSG00000087404	Gm11752	119220160	119222473	1	11
ENSMUSG00000029344	Tpst2	112276691	112315361	1	5
ENSMUSG00000081959	Gm16480	9066035	9066866	-1	X
ENSMUSG00000037363	Letm2	25578490	25597582	-1	8
ENSMUSG00000055923	Aasdh	76873659	76905514	-1	5
ENSMUSG00000110684	Gm45866	123754370	123767721	1	8
ENSMUSG00000038323	1700066M21Rik	57377620	57385423	1	1
ENSMUSG00000092276	1700116B05Rik	50783409	50784091	1	16
ENSMUSG00000083123	Fthl17-ps2	9080044	9080571	1	X
ENSMUSG00000112386	Gm47752	80091367	80101172	1	12
ENSMUSG00000069867	Pabpn1l	122619471	122622739	-1	8
ENSMUSG00000116886	AC155162.1	77993014	77993155	1	16
ENSMUSG00000015377	Dennd6b	89182213	89196496	-1	15
ENSMUSG00000116706	AC126455.1	51051130	51053004	1	16
ENSMUSG00000045797	4930402K13Rik	9104562	9106342	1	X
ENSMUSG00000081453	Gm6767	51362452	51363832	-1	16
ENSMUSG00000076709	Ighv1-47	114991108	114991580	-1	12
ENSMUSG00000113198	Gm6988	110315990	110316364	1	12
ENSMUSG00000082424	Gm13292	11409031	11410030	-1	2
ENSMUSG00000116609	AC122141.1	78117100	78118125	1	16
ENSMUSG00000021127	Zfp36l1	80107754	80113013	-1	12
ENSMUSG00000027384	Ndufaf5	140170649	140203689	1	2
ENSMUSG00000082314	Gm13296	11420224	11421220	1	2
ENSMUSG00000103990	Ighv8-3	115003418	115003712	-1	12
ENSMUSG00000038116	Phf20	156196466	156309952	1	2
ENSMUSG00000096355	Ighv8-4	115024026	115024459	-1	12
ENSMUSG00000052299	Ltn1	87376651	87432612	-1	16
ENSMUSG00000102453	Ighv1-48	115038227	115038520	-1	12
ENSMUSG00000068101	Cenpm	82233779	82244748	-1	15
ENSMUSG00000087021	Fthl17-ps3	9123467	9123979	1	X
ENSMUSG00000026939	Tmem141	25620067	25622005	-1	2
ENSMUSG00000103164	Gm38150	107594440	107594891	1	9
ENSMUSG00000076710	Ighv1-49	115055223	115055656	-1	12
ENSMUSG00000016382	Pls3	75785654	75875182	-1	X
ENSMUSG00000103409	Lsmem2	107593841	107597075	-1	9
ENSMUSG00000044566	Cage1	38006052	38037069	-1	13
ENSMUSG00000039804	Ncoa5	165000357	165034867	-1	2
ENSMUSG00000100811	Gm29083	62714723	62718073	-1	1
ENSMUSG00000112545	1300014J16Rik	80115863	80117199	1	12
ENSMUSG00000102364	Ighv8-5	115067560	115068002	-1	12
ENSMUSG00000062105	Olfr183	58995357	59001441	1	16
ENSMUSG00000045776	Lrtm1	29018208	29033645	1	14
ENSMUSG00000047344	Lancl3	9199902	9268085	1	X
ENSMUSG00000096981	Gm16845	22071002	22086122	1	9
ENSMUSG00000032815	Fanca	123268300	123318576	-1	8
ENSMUSG00000100400	Gm29326	29560365	29562815	-1	7
ENSMUSG00000100111	A330087D11Rik	29568903	29573928	-1	7
ENSMUSG00000046958	4930432E11Rik	29558579	29582169	1	7
ENSMUSG00000003410	Elavl3	22015005	22052023	-1	9
ENSMUSG00000049249	Gm5316	122899721	122902816	-1	6
ENSMUSG00000114704	Gm48003	29574697	29593304	1	14
ENSMUSG00000074764	Sel1l2	140229855	140389706	-1	2
ENSMUSG00000079694	Gm14862	9250928	9256899	-1	X
ENSMUSG00000075245	Gm6043	29217639	29218130	1	14
ENSMUSG00000114760	Gm48006	29235227	29257521	1	14
ENSMUSG00000021548	Ccnh	85189408	85223469	1	13
ENSMUSG00000084773	Gm12159	45102866	45116928	-1	11
ENSMUSG00000117317	AC160993.2	93591401	93597760	1	16
ENSMUSG00000021448	Shc3	51431041	51569419	-1	13
ENSMUSG00000021991	Cacna2d3	28904943	29721864	-1	14
ENSMUSG00000038009	Dnajc22	99093170	99104737	1	15
ENSMUSG00000107575	Gm44128	130911171	130911389	-1	6
ENSMUSG00000078238	Gm12854	116067268	116067564	1	4
ENSMUSG00000031444	F10	13037308	13056676	1	8
ENSMUSG00000063882	Uqcrh	116066965	116075071	-1	4
ENSMUSG00000107522	Gm44988	130939248	130940408	-1	6
ENSMUSG00000107581	Gm44828	130953357	130953462	-1	6
ENSMUSG00000075121	Olfr1195	88681455	88689187	-1	2
